,IMO,max_op_speed,main engine power 85_x,Design Speed (knots),real_propulsion_power,EPL,Main Engine Power (kW),Count Inst,Count Equip,Customer ID,Customer Country,Cust Corp Group Key,CustStatus,Inst Status,Inst Category,Inst Load attribute,Inst Segment,Inst Cluster,InstGroup,Inst Type,Inst Type Id,Inst Class Society,Inst Operator Id,Inst Builder Id,Inst Registration Country,Inst Operation Country,Inst BuiltDate,Inst CommDate,Inst Estimated Date,Inst Estimated Date Flag,Equip Status,Equip Category Name,Equip ProdRefTypeID,Equip Application,Equip FuelType,Equip FuelQuality,Equip CommDate,Equip CylQty,Equip Eng L V,Equip bore in mm,Equip Engine rotation,Equip Drive,Equip Version,Equip Product DIA,Equip Position,Equip Valid from,Business,Business Line,Product Category,Product Portfolio,Product,built_year,main engine power 85_y
908,6416625,17.5,27873.8715,19.5,20146.870995170186,1,32792.79,1,4,44313,NO, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,DNVG,49853,1973,MH,NO,2014-09-18,2014-09-18 00:00:00,2014-09-18 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41900,"6,12","L,V",577.0,CW,"ALT, ", ,0,-,2013-01-22 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,27873.8715
909,6416627,11.0,27873.8715,19.9,4707.779569357611,1,32792.79,1,4,44313,NO, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,DNVG,49853,1973,MH,NO,2014-12-22,2014-12-22 00:00:00,2014-12-22 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41995,"6,12","L,V",577.0,CW,"ALT, ", ,0,-,2013-01-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,27873.8715
910,6422366,9.0,1633.632,10.5,1028.7595102040816,1,1921.92,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,27710,MT,TR,2014-08-31,2014-08-30 00:00:00,2014-08-30 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41881,6,L,231.0,CW,FPP, ,0,-,2013-01-14 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2014,1633.632
911,6383563,9.5,1633.632,10.5,1209.9213786848075,1,1921.92,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,ABS,1425,27710,MT,TR,2013-03-16,2013-03-16 00:00:00,2013-03-16 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41349,6,L,231.0,CW,FPP, ,0,-,2011-08-11 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2013,1633.632
912,6425315,8.0,1633.632,10.5,722.5306848072561,1,1921.92,1,2,45784,RU, , ,Operating,Marine, -,Merchant,Tankers,Oil Tankers,Crude Oil Tanker,M139,RS,51507,44305,RU,RU,2016-07-17,2016-07-17 00:00:00,2016-07-17 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,42568,6,L,231.0,CW,FPP, ,0,-,2011-08-11 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2016,1633.632
913,6425307,8.5,1633.632,10.5,866.6487437641724,1,1921.92,1,2,38843,RU, , ,Operating,Marine, -,Merchant,Tankers,Oil Tankers,Crude Oil Tanker,M139,RS,43699,44305,RU,RU,2016-04-20,2016-04-20 00:00:00,2016-04-20 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,42480,6,L,231.0,CW,FPP, ,0,-,2011-08-12 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2016,1633.632
914,6419724,18.5,23891.8935,19.5,20401.491620821318,1,28108.11,1,4,32729,GR, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,LR,36821,2460,MH,GR,2013-07-25,2013-07-25 00:00:00,2013-07-25 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS, ,41480,"12,6","V,L",577.0,CW,ALT, ,0,-,2013-01-03 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2013,23891.8935
915,6419732,17.5,23891.8935,19.5,17268.74920029839,1,28108.11,1,4,32729,GR, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,BV,36821,2460,MH,GR,2013-10-04,2013-10-04 00:00:00,2013-10-04 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41551,"12,6","V,L",577.0,CW,ALT, ,0,-,2011-11-02 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2013,23891.8935
916,6203557,9.5,1565.5639999999999,10.0,1342.2754344999996,1,1841.84,1,2,41381,RU, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,RS,46553,16125,RU,RU,2008-03-25,2003-10-27 00:00:00,2003-10-27 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO,HFO 730,38103,6,L,231.0,CCW,"FPP,AZI", ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2008,1565.5639999999999
917,6427783,15.0,4356.3605,16.0,3589.5304412841797,1,5125.13,1,4,962,FR, , ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,BV,1082,2363,FR,FR,2013-06-27,2013-06-27 00:00:00,2013-06-27 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41452,8,L,231.0,CW,ALT, ,0,-,2011-09-28 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2013,4356.3605
918,6424592,18.5,45741.7385,21.7,28343.184929847284,1,53813.81,1,6,3619,IT,86482, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,RINA,4071,2363,IT,IT,2014-10-31,2014-10-26 00:00:00,2014-10-26 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,41938,"8,12","L,V",531.0,CCW,ALT, ,0,-,2011-10-03 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2014,45741.7385
919,6366309,21.0,45741.7385,22.0,39783.45607142187,1,53813.81,1,4,1223,US,1835, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,DNVG,1376,3441,BS,US,2014-10-28,2014-10-28 00:00:00,2014-10-28 00:00:00,Act,Operating,Engines (E),Engine 10,ME,HFO, ,41940,"12,16",V,531.0,CW,ALT, ,0,-,2011-10-04 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46 F,2014,45741.7385
920,6422661,11.5,27873.8715,18.52122302,6672.396269874939,1,32792.79,1,4,44313,NO, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,DNVG,49853,1973,MH,NO,2014-02-05,2013-10-26 00:00:00,2013-10-26 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41573,"12,6","V,L",577.0,CW,ALT, ,0,-,2011-10-12 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,27873.8715
921,6424523,16.5,27873.8715,19.5,16886.71960241238,1,32792.79,1,4,996,GR,8342, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,DNVG,1121,1973,MT,GR,2013-10-29,2013-10-29 00:00:00,2013-10-29 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41576,"6,12","L,V",577.0,CW,ALT, ,0,-,2013-01-17 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2013,27873.8715
922,6424531,17.5,27873.8715,19.5,20146.870995170186,1,32792.79,1,4,996,GR,8342, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,DNVG,1121,1973,MT,GR,2014-03-24,2014-03-24 00:00:00,2014-03-24 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41722,"6,12","L,V",577.0,CW,ALT, ,0,-,2013-01-22 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,27873.8715
923,6426682,17.0,27873.8715,19.5,18468.865716482072,1,32792.79,1,4,996,GR,8342, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,DNVG,1121,1973,MT,GR,2015-01-08,2015-01-08 00:00:00,2015-01-08 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,42012,"6,12","L,V",577.0,CW,ALT, ,0,-,2013-01-24 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2015,27873.8715
924,6422732,17.5,27873.8715,19.5,20146.870995170186,1,32792.79,1,4,1862,GB, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,2095,1973,BM,GB,2014-06-30,2014-06-30 00:00:00,2014-06-30 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41820,"12,6","V,L",577.0,CW," ,ALT", ,0,-,2012-11-15 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,27873.8715
925,6425935,18.5,27873.8715,19.5,23801.736595180297,1,32792.79,1,4,15137,GR,22705, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,17029,1973,BM,GR,2014-12-01,2014-12-01 00:00:00,2014-12-01 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41974,"6,12","L,V",577.0,CW,ALT, ,0,-,2013-01-24 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,27873.8715
926,6425943,18.0,27873.8715,19.5,21923.554825671374,1,32792.79,1,4,15137,GR,22705, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,17029,1973,BM,GR,2015-04-01,2015-04-01 00:00:00,2015-04-01 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,42095,"6,12","L,V",577.0,CW,ALT, ,0,-,2012-11-14 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2015,27873.8715
927,6430647,18.0,23891.8935,19.5,18791.621287209833,1,28108.11,1,4,32729,GR, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,LR,36821,2460,MT,GR,2013-07-26,2013-07-26 00:00:00,2013-07-26 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41481,"12,6","V,L",577.0,CW,ALT, ,0,-,2011-11-02 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2013,23891.8935
928,6424995,18.5,26546.5455,21.5,16912.500398851673,1,31231.23,1,4,32729,GR, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,LR,36821,2460,MH,GR,2014-06-03,2014-03-21 00:00:00,2014-03-21 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41719,"8,12","L,V",577.0,CW,ALT, ,0,-,2012-12-05 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,26546.5455
929,6418636,17.5,23279.281499999997,18.52122302,19636.981649259007,1,27387.39,1,4,64497,NO,62205, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,DNVG,72559,2336,NO,NO,2013-09-15,2013-09-15 00:00:00,2013-09-15 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS,LNG/NG,41532,"12,6","V,L",577.0,CW,ALT, ,0,-,2007-04-03 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2013,23279.281499999997
930,6490223,9.5,1633.632,11.0,1052.3179834710745,1,1921.92,1,2,26087,RU,43086, ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,29348,47231,RU,RU,2014-07-12,2014-07-12 00:00:00,2014-07-12 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41832,6,L,231.0,CCW,FPP, ,0,-,2011-12-13 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2014,1633.632
931,6436980,9.5,1633.632,10.5,1209.9213786848075,1,1921.92,1,2,52050,RU, , ,Operating,Marine, -,Merchant,Tankers,Product Tankers,Product Tanker,M143,RS,58556,1562,RU,RU,2013-10-02,2013-08-10 00:00:00,2013-08-10 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41497,6,L,231.0,CW,FPP, ,0,-,2010-09-01 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2013,1633.632
932,6430655,9.0,1633.632,10.5,1028.7595102040816,1,1921.92,1,2,26314,RU, , ,Operating,Marine, -,Merchant,Tankers,Product Tankers,Product Tanker,M143,RS,29603,1562,RU,RU,2013-03-15,2013-03-15 00:00:00,2013-03-15 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41549,6,L,231.0,CW,FPP, ,0,-,2011-12-02 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2013,1633.632
933,6427820,19.0,32672.674000000003,21.0,24198.452755210023,1,38438.44,1,4,32201,DE,1835, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,DNVG,36227,2124,MT,DE,2014-05-22,2014-05-22 00:00:00,2014-05-22 00:00:00,Act,Operating,Engines (E),Engine 10,ME,HFO, ,41781,"8,12","L,V",531.0,CW,ALT, ,0,-,2011-12-30 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46 F,2014,32672.674000000003
934,6409357,20.0,42474.4745,22.0,31911.701352366636,1,49969.97,1,4,1679,GB,5280, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,LR,1889,2363,GB,GB,2015-02-27,2015-02-01 00:00:00,2015-02-01 00:00:00,Act,Operating,Engines (E),Engine 10,ME,HFO, ,42036,"12,14",V,531.0,CCW,ALT, ,0,-,2011-12-30 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46 F,2015,42474.4745
935,6425683,13.0,23891.8935,18.0,9000.42695807613,1,28108.11,1,4,42293,US, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,BV,47580,2336,MH,US,2014-03-31,2014-03-31 00:00:00,2014-03-31 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41729,"6,12","L,V",577.0,CW,ALT, ,0,-,2013-01-09 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,23891.8935
936,6522900,17.5,17765.765,19.8,12265.986669685706,1,20900.9,1,4,1061,US, , ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,RINA,1194,2363,BS,US,2017-04-03,2017-04-01 00:00:00,2017-04-01 00:00:00,Act,Operating,Engines (E),Engine 9,ME,HFO, ,42581,9,L,438.0,CW,ALT, ,0,-,2014-10-07 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 38,2017,17765.765
937,6448809,8.5,1633.632,12.21954023,549.8527639054223,1,1921.92,1,2,45903,RU, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,51641,41732,RU,RU,2013-06-02,2013-06-02 00:00:00,2013-06-02 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41427,6,L,231.0,"CW,CCW",FPP, ,0,-,2012-05-14 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2013,1633.632
938,6452915,9.5,1633.632,12.21954023,767.6450453139205,1,1921.92,1,2,52145,RU, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,58663,41732,RU,RU,2013-08-30,2013-08-30 00:00:00,2013-08-30 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41516,6,L,231.0,"CW,CCW",FPP, ,0,-,2012-05-14 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2013,1633.632
939,6424490,18.0,23891.8935,19.9,17681.082731401508,1,28108.11,1,4,50007,GR,5273, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,56258,2336,MT,GR,2014-10-20,2014-10-20 00:00:00,2014-10-20 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41932,9,L,577154.0,CW,ALT, ,0,-,2013-01-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,23891.8935
940,6424498,17.5,23891.8935,19.9,16248.208635734733,1,28108.11,1,4,50007,GR,5273, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,56258,2336,MT,GR,2014-11-05,2014-11-05 00:00:00,2014-11-05 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41948,9,L,577.0,CW,ALT, ,0,-,2013-01-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,23891.8935
941,6436464,17.0,26546.5455,18.52122302,20527.960094011283,1,31231.23,1,4,44313,NO, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,DNVG,49853,2434,MH,NO,2014-10-16,2014-10-16 00:00:00,2014-10-16 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41928,"8,12","L,V",577.0,CW,ALT, ,0,-,2013-01-24 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,26546.5455
942,6436971,17.5,26546.5455,18.52122302,22393.046230173357,1,31231.23,1,4,32729,GR, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,BV,36821,2460,MT,GR,2016-01-06,2016-01-06 00:00:00,2016-01-06 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,42375,"8,12","L,V",577.0,CW,ALT, ,0,-,2013-01-24 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2016,26546.5455
943,6433369,18.0,26546.5455,19.5,20879.576979517526,1,31231.23,1,4,23453,GR,35180, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,26385,2434,GR,GR,2015-09-01,2015-09-01 00:00:00,2015-09-01 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS, ,42248,"8,12","L,V",577.0,CW,ALT, ,0,-,2012-10-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2015,26546.5455
944,6433361,17.0,26546.5455,21.0,14083.055614026563,1,31231.23,1,4,23453,GR,35180, ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,LR,26385,2434,GR,GR,2015-04-20,2015-04-01 00:00:00,2015-04-01 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS, ,42095,"8,12","L,V",577.0,CW,ALT, ,0,-,2012-10-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2015,26546.5455
945,6437205,17.5,27873.8715,19.5,20146.870995170186,1,32792.79,1,4,44313,NO, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,DNVG,49853,1973,MH,NO,2015-11-25,2015-01-08 00:00:00,2015-01-08 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS, ,42012,"6,12","L,V",577.0,CW,ALT, ,0,-,2012-10-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2015,27873.8715
946,6436695,18.0,27873.8715,19.5,21923.554825671374,1,32792.79,1,4,44313,NO, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,49853,1973,MH,NO,2014-10-15,2014-10-15 00:00:00,2014-10-15 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS, ,41927,"6,12","L,V",577.0,CW,ALT, ,0,-,2012-10-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,27873.8715
947,6407178,18.5,27873.8715,19.5,23801.736595180297,1,32792.79,1,4,18511,US, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,20825,1973,BS,US,2015-01-20,2015-02-15 00:00:00,2015-02-15 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS, ,42050,"6,12","L,V",577.0,CW,ALT, ,0,-,2012-10-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2015,27873.8715
948,6407186,18.0,27873.8715,19.5,21923.554825671374,1,32792.79,1,4,18511,US, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,20825,1973,BS,US,2015-06-17,2015-06-17 00:00:00,2015-06-17 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS, ,42172,"6,12","L,V",577.0,CW,ALT, ,0,-,2012-10-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2015,27873.8715
949,6404633,18.5,27873.8715,19.5,23801.736595180297,1,32792.79,1,4,18511,US, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,20825,1973,BS,US,2014-09-22,2014-09-22 00:00:00,2014-09-22 00:00:00,Act,Operating,Engines (E),Engine 11,ME,GAS, ,41904,"6,12","L,V",577.0,CW,ALT, ,0,-,2012-10-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,27873.8715
950,6460141,9.5,1633.632,12.21954023,767.6450453139205,1,1921.92,1,2,45903,RU, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,51641,41732,RU,RU,2014-03-15,2014-03-15 00:00:00,2014-03-15 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41713,6,L,231.0,"CW,CCW",FPP, ,0,-,2012-07-30 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2014,1633.632
951,6458661,9.5,1633.632,12.21954023,767.6450453139205,1,1921.92,1,2,52145,RU, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,58663,41732,RU,RU,2013-12-24,2013-12-24 00:00:00,2013-12-24 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41632,6,L,231.0,"CW,CCW",FPP, ,0,-,2012-07-30 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2013,1633.632
952,6458653,9.0,1633.632,12.21954023,652.7053366774726,1,1921.92,1,2,52145,RU, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,58663,41732,RU,RU,2013-11-02,2013-11-02 00:00:00,2013-11-02 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,41580,6,L,231.0,"CW,CCW",FPP, ,0,-,2012-07-27 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2013,1633.632
953,675011,13.5,1225.224,18.0,516.8913749999999,1,1441.44,1,1,60630,KY, , ,Operating,Marine, -,Cruise & Ferry,Passenger Vessels,Yachts,Yacht,M201,LR,68209,10137,MH,KY,2015-06-01,2015-07-17 00:00:00,2015-07-17 00:00:00,Act,Operating,Engines (E),Engine 1,ME,MDO, ,41784,9,L,231.0,CW,CPP, ,0,-,2012-08-29 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2015,1225.224
954,6440839,15.0,5972.9755,17.0,4103.153330449826,1,7027.03,1,1,7524,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Special Cargo Vessels,Heavy Lift,M115,LR,8465,3617,NL,NL,2014-08-01,2014-08-01 00:00:00,2014-08-01 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,41870,8,L,531.0,CW,CPP, ,0,-,2007-02-13 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2014,5972.9755
955,6441246,17.5,23891.8935,21.0,13826.327256944447,1,28108.11,1,4,40494,BN, , ,Operating,Marine, -,Merchant,Gas Tankers,LNG Carriers,LNG Carrier,M137,ABS,45556,2460,BN,BN,2014-11-13,2014-11-13 00:00:00,2014-11-13 00:00:00,Act,Operating,Engines (E),Engine 11,ME,OTH, ,41956,"6,12","L,V",577.0,CW,ALT, ,0,-,2012-11-12 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 50,2014,23891.8935
956,6457003,14.0,1837.8359999999998,18.52122302,793.7465993033314,1,2162.16,1,1,49945,NL, , ,Operating,Marine, -,Merchant,Gas Tankers,LPG Carriers,LPG Carrier,M136,BV,56189,29610,NL,NL,2014-09-02,2014-08-28 00:00:00,2014-08-28 00:00:00,Act,Operating,Engines (E),Engine 5,ME,GAS, ,41879,6,L,392.0,CW,CPP, ,0,-,2012-09-26 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 34,2014,1837.8359999999998
957,6232730,11.5,3063.06,12.0,2695.909361979167,1,3603.6,1,1,44765,CN, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,CCS,50360,12173,CN,CN,2010-07-31,2010-09-17 00:00:00,2010-09-17 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,39816,9,L,369.0,CW,CPP, ,0,-,2005-10-10 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2010,3063.06
958,6449357,11.5,1196.6385,13.0798916,813.2874266978173,1,1407.81,1,1,51803,NO, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,58279,46778,NO,NO,2014-05-26,2014-05-26 00:00:00,2014-05-26 00:00:00,Act,Operating,Engines (E),Engine 1,ME,MDO, ,41785,9,L,231.0,CCW,CPP, ,0,-,2012-12-27 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2014,1196.6385
959,6459307,11.5,1196.6385,13.0798916,813.2874266978173,1,1407.81,1,1,45413,NO, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,51090,46778,NO,NO,2014-09-12,2014-09-19 00:00:00,2014-09-19 00:00:00,Act,Operating,Engines (E),Engine 1,ME,MDO, ,41901,9,L,231.0,CCW,CPP, ,0,-,2012-12-27 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2014,1196.6385
960,6452272,19.0,32672.674000000003,21.0,24198.452755210023,1,38438.44,1,4,32201,DE,1835, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,DNVG,36227,2124,MT,DE,2015-05-08,2015-05-01 00:00:00,2015-05-01 00:00:00,Act,Operating,Engines (E),Engine 10,ME,HFO, ,42125,"12,8","V,L",531.0,CW,ALT, ,0,-,2012-12-30 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46 F,2015,32672.674000000003
961,6456220,15.0,4165.764999999999,17.6,2578.8764752990573,1,4900.9,1,2,49481,TM, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,RS,55667,11564,TM,TM,2014-09-23,2014-09-23 00:00:00,2014-09-23 00:00:00,Act,Operating,Engines (E),Engine 2,ME,MDO, ,41802,9,L,300.0,"CW,CCW",CPP, ,0,-,2013-01-02 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2014,4165.764999999999
